72|75
72|12
72|48
72|17
72|96
72|93
72|74
72|73
72|98
39|89
39|12
39|21
39|84
39|63
39|44
39|45
39|85
39|69
39|72
39|13
39|83
39|61
39|14
39|81
39|95
39|82
39|68
39|99
39|97
22|51
22|99
22|69
22|39
22|33
22|82
22|61
22|13
22|42
22|45
22|97
22|78
22|83
22|56
22|57
22|84
22|81
22|68
22|63
84|77
84|63
84|72
84|43
84|85
84|29
84|48
84|56
84|82
84|42
84|13
84|89
84|21
84|95
84|68
84|64
84|75
84|57
63|12
63|38
63|34
63|14
63|93
63|95
63|17
63|48
63|29
63|43
63|77
63|28
63|19
63|98
63|74
63|85
63|75
74|96
74|22
74|98
74|93
74|19
74|24
74|83
74|56
74|69
74|78
74|27
74|13
74|71
74|44
74|94
74|33
95|93
95|75
95|73
95|29
95|19
95|48
95|71
95|38
95|77
95|78
95|28
95|12
95|98
95|22
95|96
13|43
13|12
13|85
13|82
13|48
13|89
13|81
13|14
13|68
13|99
13|42
13|72
13|29
13|77
12|51
12|98
12|54
12|22
12|24
12|94
12|14
12|17
12|96
12|77
12|71
12|48
12|43
24|94
24|44
24|56
24|72
24|33
24|78
24|69
24|21
24|42
24|83
24|81
24|45
64|28
64|95
64|85
64|29
64|75
64|14
64|17
64|94
64|12
64|98
64|74
28|73
28|71
28|34
28|33
28|96
28|78
28|97
28|98
28|94
28|44
82|21
82|89
82|54
82|95
82|64
82|71
82|34
82|63
82|29
96|78
96|54
96|51
96|93
96|42
96|44
96|39
96|83
89|98
89|74
89|48
89|12
89|73
89|54
89|43
81|28
81|72
81|64
81|12
81|17
81|85
85|29
85|94
85|75
85|43
85|17
99|96
99|63
99|64
99|81
14|29
14|19
14|33
42|81
42|75
19|68
